id,gender,vetek,age,Total_income,Total_km,month
803,m,13.8,33.9,1240896,9454,october
804,m,13.2,26.7,1983304,6407,october
805,m,10.5,35.1,3936220,8436,october
806,m,7.6,44.4,4643246,7974,october
807,m,12.8,120.3,103086,10071,october
808,m,4.6,39.6,2248942,8090,october
809,m,17.8,34.6,5253069,11612,october
810,m,2.3,38.8,104431,9518,october
811,m,18.6,120.3,86469,7893,october
812,m,337.0,49.0,129977,6237,october
813,m,16.7,50.6,144459,7614,october
814,m,18.7,27.4,94586,8617,october
815,unknown,100.0,58.6,894549,10550,october
816,m,1.0,26.3,77331,8206,october
817,m,7.4,30.1,3578581,7941,october
818,m,4.6,120.3,25696041,14736,october
819,m,15.2,27.9,1432458,7928,october
820,m,14.0,26.4,4264733,10872,october
821,m,4.4,49.9,155091,10873,october
822,unknown,2.9,48.3,1721976,11101,october
823,m,125.0,44.7,92162,9470,october
824,m,2.9,50.5,101864,8114,october
825,m,5.7,34.0,4340215,10075,october
826,m,5.3,28.1,1836131,7579,october
827,m,3.2,59.6,87754,9981,october
828,unknown,1.1,44.9,132800,8774,october
829,m,194.0,29.6,7402218,9465,october
830,m,5.2,44.2,11299675,9901,october
831,m,8.5,48.6,142610,9320,october
832,m,13.3,120.3,3234801,10818,october
833,m,14.0,40.2,480131,10737,october
834,m,1.8,34.1,74330,8761,october
835,m,12.8,120.3,634420,8249,october
836,unknown,74.0,49.5,11486154,8996,october
837,m,12.8,30.4,84528,10151,october
838,m,17.2,120.3,2545635,10767,october
839,m,1.6,31.1,105983,7962,october
840,m,109.0,30.2,842662,8522,october
841,m,252.0,42.5,86155,10855,october
842,m,6.3,42.8,99889,8748,october
843,f,15.0,34.9,6328725,13133,october
844,m,2.4,41.8,1882502,8248,october
845,m,5.5,120.3,108978,6925,october
846,m,17.2,27.4,70240,7313,october
847,m,5.2,45.3,91674,8515,october
848,m,10.1,52.6,934328,10231,october
849,m,12.1,59.8,1555845,8999,october
850,m,1.4,33.7,2830265,11594,october
851,m,2.4,37.3,7346425,11659,october
852,f,13.3,32.2,65680,6816,october
853,m,2.3,36.8,81604,9104,october
854,m,18.7,38.5,95212,7079,october
855,m,15.2,58.5,2778160,7038,october
856,m,16.7,48.1,90435,7983,october
857,m,3.3,32.2,766882,7576,october
858,m,1.5,32.6,97573,11256,october
859,m,4.2,38.4,133769,9852,october
860,m,16.8,32.7,144214,8829,october
861,m,12.6,42.3,149668,10273,october
862,f,4.1,48.0,125124,14126,october
863,m,17.6,42.6,118259,11568,october
864,m,8.6,30.0,105743,10125,october
865,m,103.0,52.9,6711532,9431,october
866,m,6.1,29.7,2046445,8859,october
867,m,10.1,47.8,2846193,7611,october
868,m,7.3,26.8,2909914,13749,october
869,m,13.3,32.5,1707185,7330,october
870,m,2.6,37.2,89134,7282,october
871,m,7.2,12.210283437653397,135441,11781,october
872,m,11.6,44.9,259336,8186,october
873,m,16.5,27.4,742010,7708,october
874,m,2.2,32.3,136132,10512,october
875,unknown,16.3,36.7,3491315,8366,october
876,m,5.8,28.9,3226419,8683,october
877,m,16.7,35.2,90042,7456,october
878,m,5.5,30.6,2213744,8264,october
879,unknown,3.3,58.7,4181887,9188,october
880,m,212.0,39.4,93752,7305,october
881,m,2.0,47.3,74219,6880,october
882,m,219.0,28.0,4087414,7163,october
883,m,15.3,25.94685230501347,86420,7657,october
884,m,204.0,58.4,3342968,10305,october
885,m,6.5,57.1,91363,5981,october
886,m,10.7,54.0,100438,11035,october
887,m,9.0,120.3,124243,8699,october
888,m,4.0,120.3,129182,8735,october
889,unknown,2.0,50.0,127103,10304,october
890,m,17.6,49.7,1767890,8258,october
891,m,13.8,50.8,111715,9767,october
892,m,15.5,59.7,2932001,8953,october
893,m,2.4,33.1,56019,7277,october
894,m,18.1,41.6,2957412,6607,october
895,m,17.3,27.8,97214,10508,october
896,m,10.0,52.8,6712425,8984,october
897,m,2.5,38.0,568424,9104,october
898,m,9.0,41.2,97825,7434,october
899,m,10.2,52.9,100641,7257,october
900,m,9.4,35.8,139656,9219,october
901,m,9.0,50.8,110343,7403,october
902,m,5.8,57.9,6848611,12023,october
903,m,16.7,120.3,142875,7898,october
904,m,4.0,120.3,1531141,9287,october
905,m,15.8,26.9,2090923,8338,october
906,m,5.3,51.6,91468,8741,october
907,f,3.8,55.4,7098710,10969,october
908,m,15.1,33.4,141576,8627,october
909,f,18.5,39.5,2814086,9606,october
910,m,209.0,52.5,67913,8282,october
911,m,13.9,48.1,892065,8233,october
912,m,16.5,50.2,3315157,8451,october
913,m,9.3,47.9,464839,10887,october
914,m,6.4,48.8,3206368,8378,october
915,m,13.0,41.3,10392222,10112,october
916,m,18.0,59.4,2594879,8890,october
917,m,17.7,27.0,69989,7652,october
918,m,2.6,39.3,575860,8908,october
919,m,11.6,28.9,100431,8266,october
920,unknown,14.6,59.3,7744830,12601,october
921,m,17.4,50.2,454986,10195,october
922,m,292.0,53.0,119133,11476,october
923,m,7.7,26.6,155692,9264,october
924,m,11.3,58.7,108220,8892,october
925,m,5.5,51.7,85330,8412,october
926,m,14.0,38.1,126310,9177,october
927,m,9.6,47.8,2957311,11176,october
928,m,14.1,57.4,109286,9730,october
929,m,4.4,36.0,100770,8771,october
930,m,16.9,48.3,6146838,8756,october
931,m,15.4,56.6,1588964,15388,october
932,unknown,12.0,31.9,2540373,7993,october
933,m,14.2,42.9,126894,7846,october
934,m,13.9,26.6,4438518,11691,october
935,m,121.0,33.2,2567545,9134,october
936,m,11.4,50.2,4409734,8100,october
937,m,11.5,49.3,104983,12408,october
938,m,16.4,58.6,111729,9067,october
939,m,2.4,43.8,83338,11069,october
940,m,9.6,48.3,1197379,10775,october
941,m,2.8,29.4,118431,8215,october
942,m,14.9,44.6,59002,6960,october
943,f,232.0,52.8,7814175,9191,october
944,m,14.1,43.7,69008,7720,october
945,m,7.3,34.8,1222077,7319,october
946,m,6.6,47.1,479014,8573,october
947,m,14.9,35.9,104752,9899,october
948,m,3.6,31.9,4703769,8728,october
949,m,12.6,30.7,1576056,8383,october
950,m,6.3,29.1,127700,9292,october
951,m,10.5,59.9,104306,9535,october
952,m,4.4,50.9,661250,7726,october
953,m,14.8,42.1,72553,8676,october
954,m,5.8,36.4,148271,10076,october
955,m,8.5,30.1,3665890,8394,october
956,m,15.6,59.6,4819830,8037,october
957,m,5.3,49.7,117571,7802,october
958,m,2.3,36.9,74186,7429,october
959,m,13.2,57.4,2677824,13307,october
960,m,9.8,50.1,95473,10784,october
961,m,6.9,56.7,1700908,7662,october
962,unknown,289.0,48.0,118344,8026,october
963,m,10.8,45.2,77977,8303,october
964,m,6.4,44.5,165289,9364,october
965,m,5.6,60.2,7160909,9266,october
966,m,28.0,41.1,119568,7856,october
967,m,2.4,50.5,104200,11079,october
968,unknown,2.6,53.8,3422815,11430,october
969,f,265.0,57.2,121973,8413,october
970,m,11.4,28.3,453977,6886,october
971,m,15.5,58.2,140135,9135,october
972,m,1.6,60.2,5950150,8138,october
973,m,15.8,33.8,117889,13063,october
974,m,8.2,28.7,614191,8199,october
975,m,9.3,40.8,105879,9073,october
976,m,1.9,52.2,118432,8905,october
977,m,3.7,50.6,915381,9299,october
978,m,8.0,34.6,4969560,8713,october
979,m,9.9,59.1,1367457,10964,october
980,m,2.1,30.3,72178,7498,october
981,m,1.6,56.6,86432,9615,october
982,m,9.4,120.3,118891,14281,october
983,m,14.7,30.3,55272,7064,october
984,m,10.7,36.6,117133,11176,october
985,m,15.1,46.2,126629,8462,october
986,m,8.6,28.9,267366,15146,october
987,m,13.8,26.8,109377,11219,october
988,m,11.3,26.5,81056,9702,october
989,m,6.4,120.3,2562518,9083,october
990,m,4.7,30.8,3526400,8862,october
991,m,11.1,29.6,85700,10070,october
992,m,17.3,30.4,4071286,9603,october
993,m,2.9,29.9,3593643,8751,october
994,m,2.6,37.1,91951,8721,october
995,m,3.7,120.3,3651897,7522,october
996,m,175.0,36.1,95838,8535,october
997,m,10.5,55.9,60492,7077,october
998,m,1.4,26.4,103269,7664,october
999,m,14.1,39.4,3750210,9555,october
1000,m,4.0,39.6,2408200,8952,october
1,f,1.4,37.8,4282631,10384,november
2,m,1.0,59.8,403030,7506,november
3,m,4.7,43.4,2281159,9084,november
4,m,11.7,53.9,88725,8882,november
5,m,4.7,34.1,3765739,9014,november
6,m,15.1,29.8,79032,8770,november
7,m,14.1,35.1,1946886,8488,november
8,m,13.2,33.7,1174246,7490,november
9,m,8.9,44.7,70349,7528,november
10,m,6.4,39.8,2019283,8087,november
11,m,215.0,33.4,122711,10310,november
12,m,15.6,53.3,383404,8431,november
13,m,15.2,37.8,75926,9228,november
14,m,1.7,51.0,1370980,9207,november
15,m,4.2,29.3,71890,9954,november
16,m,8.0,42.2,105932,11125,november
17,m,18.5,120.3,2958451,7644,november
18,m,16.0,30.7,3686494,10211,november
19,m,12.4,120.3,101401,9336,november
20,m,18.1,46.4,1240749,11371,november
21,m,7.5,27.1,132031,10772,november
22,m,13.8,44.5,73992,7655,november
23,m,322.0,45.4,3043887,8233,november
24,m,12.8,27.4,3852292,10611,november
25,m,14.6,29.1,1331674,8206,november
26,f,2.7,41.9,71110,7636,november
27,m,12.8,48.7,68916,7901,november
28,m,4.4,59.6,6900716,9781,november
29,m,10.7,40.8,67300,8082,november
30,m,9.2,40.4,142211,8111,november
31,unknown,16.8,31.0,127947,8121,november
32,m,2.4,49.8,115263,12167,november
33,m,15.2,49.4,3425792,7864,november
34,m,18.6,120.3,83302,10438,november
35,m,4.0,47.7,4411664,9935,november
36,m,16.3,31.8,73427,6673,november
37,m,12.4,38.1,98842,11710,november
38,unknown,5.9,45.7,103312,12256,november
39,m,1.1,53.1,3587440,9657,november
40,m,9.0,30.7,71528,8962,november
41,m,10.0,31.2,104866,9427,november
42,m,13.9,50.7,108392,7774,november
43,m,1.2,51.7,2589917,8105,november
44,m,8.9,55.4,108340,9982,november
45,m,11.4,34.7,175169,10547,november
46,m,13.7,29.6,119898,11856,november
47,m,5.3,35.1,88557,7673,november
48,m,11.9,57.5,98210,11026,november
49,m,3.0,39.4,95296,10018,november
50,m,9.0,47.5,67515,7652,november
51,unknown,6.9,33.8,4088543,9225,november
52,m,5.2,49.6,100052,13298,november
53,m,7.9,50.8,1075605,7500,november
54,m,1.3,51.5,6521900,9699,november
55,m,2.7,28.3,102041,8262,november
56,m,14.0,32.9,83008,8273,november
57,m,16.7,59.4,5398632,11015,november
58,m,6.9,55.5,124962,10571,november
59,m,8.1,41.1,93526,8445,november
60,m,11.0,47.8,85144,7791,november
61,m,16.4,28.7,65568,7668,november
62,m,4.3,28.3,3599157,10686,november
63,m,12.5,55.9,139891,9281,november
64,m,5.6,40.4,3404194,7123,november
65,unknown,15.7,41.2,4132571,12380,november
66,m,18.9,34.3,108243,7989,november
67,m,130.0,54.7,106693,9912,november
68,f,351.0,29.5,87429,8511,november
69,m,11.5,51.4,142358,10637,november
70,f,4.7,53.3,3175134,7573,november
71,m,1.0,34.1,712424,7907,november
72,m,11.5,41.1,960823,9942,november
73,m,14.7,42.9,79899,9975,november
74,m,15.0,31.6,713587,6483,november
75,m,6.5,41.7,77744,8269,november
76,unknown,11.5,41.1,106787,8344,november
77,m,8.9,57.8,93117,8535,november
78,m,7.9,30.4,102573,7924,november
79,m,4.9,36.0,83651,8521,november
80,m,17.5,52.0,5057550,13390,november
81,m,14.4,36.4,603480,6355,november
82,m,4.0,56.2,124288,7668,november
83,m,8.2,60.0,1643455,7248,november
84,unknown,18.8,30.8,127975,9663,november
85,m,16.7,33.1,96014,8223,november
86,unknown,5.4,120.3,99416,11273,november
87,m,15.4,42.4,3140613,9891,november
88,m,18.0,38.0,92811,8629,november
89,m,7.5,37.2,7225187,7431,november
90,m,11.5,54.5,71231,7518,november
91,m,2.7,27.9,68014,7918,november
92,m,15.1,36.0,3592553,10800,november
93,f,14.3,32.8,1532017,8939,november
94,m,9.2,120.3,1024450,8547,november
95,m,14.3,49.4,70961,7943,november
96,m,9.4,31.5,101318,9761,november
97,m,11.0,56.5,6459069,9742,november
98,m,10.5,33.4,80275,7475,november
99,m,5.7,49.7,994979,10952,november
100,m,17.2,32.5,3657619,7223,november
101,m,313.0,120.3,134347,9637,november
102,m,11.6,49.6,3876292,9684,november
103,m,11.8,58.7,2160417,11062,november
104,unknown,5.7,51.4,2876197,8658,november
105,m,2.2,42.7,2620451,8429,november
106,m,1.2,36.7,88961,8902,november
107,m,10.0,44.0,154066,10735,november
108,m,2.9,46.1,1788980,14057,november
109,m,7.3,39.9,127030,7969,november
110,m,15.7,53.7,51061,6778,november
111,m,275.0,39.7,85409,9544,november
112,m,322.0,49.1,3096747,13299,november
113,m,16.9,120.3,97191,8955,november
114,m,337.0,55.5,6741348,8296,november
115,m,17.6,30.6,4565687,8403,november
116,m,10.6,37.2,111293,8595,november
117,m,17.1,53.8,3530622,11136,november
118,m,9.3,34.1,172713,16452,november
119,m,15.4,60.0,79528,9202,november
120,f,7.2,43.8,109307,9894,november
121,m,18.4,53.0,3160993,6393,november
122,m,5.7,36.3,135987,12048,november
123,m,11.5,59.6,67033,6401,november
124,m,9.5,29.5,95963,7978,november
125,m,9.2,31.5,186986,9834,november
126,m,271.0,47.5,126118,10009,november
127,m,11.8,49.9,134890,9631,november
128,m,5.9,46.3,3348030,9731,november
129,m,11.3,29.9,96304,9777,november
130,m,15.0,53.8,3036557,7234,november
131,m,16.0,29.4,1925314,8061,november
132,m,17.3,54.9,3105713,8788,november
133,m,13.8,37.7,497864,10937,november
134,m,6.2,59.2,71645,8205,november
135,unknown,10.5,120.3,161579,9735,november
136,m,1.0,52.9,77485,8700,november
137,m,17.6,52.6,2428573,11633,november
138,m,5.5,28.9,2034231,10109,november
139,m,8.7,50.8,69084,7356,november
140,m,14.0,120.3,1946298,12121,november
141,m,8.8,39.1,102631,7420,november
142,unknown,14.2,31.7,101367,11231,november
143,m,7.3,120.3,396815,8750,november
144,m,7.4,37.8,224839,11950,november
145,m,7.5,44.1,6029116,9132,november
146,m,5.6,32.4,212024,11313,november
147,m,14.7,48.0,3725820,8876,november
148,m,9.8,58.8,113696,9560,november
149,m,5.5,46.9,92240,7029,november
150,m,10.2,120.3,108669,7707,november
151,m,18.7,42.8,57995,8362,november
152,m,3.3,29.8,4199552,9942,november
153,m,18.2,27.1,102947,13012,november
154,m,6.9,120.3,7323397,8083,november
155,m,141.0,51.7,2112483,9495,november
156,unknown,272.0,59.1,1228461,9625,november
157,m,16.2,51.2,72524,8927,november
158,m,3.0,120.3,98007,10421,november
159,m,235.0,42.5,2896166,7461,november
160,m,18.1,29.0,174365,10005,november
161,m,2.9,45.9,120029,9259,november
162,m,12.1,29.8,112601,7977,november
163,m,9.1,52.5,57025,7410,november
164,m,10.5,34.2,131533,8513,november
165,f,17.6,44.7,92977,8692,november
166,m,1.3,120.3,71834,9367,november
167,m,6.7,31.3,1425682,7991,november
168,m,11.2,55.0,6063377,7757,november
169,m,18.0,54.4,115364,7887,november
170,m,16.2,29.1,2483314,9030,november
171,m,155.0,43.6,89559,11158,november
172,m,10.6,50.0,2655585,7991,november
173,m,9.3,40.5,3906376,10180,november
174,m,331.0,40.4,4138380,9299,november
175,m,7.2,33.0,4137150,7784,november
176,m,327.0,30.1,106482,7800,november
177,m,1.9,35.3,1223713,7608,november
178,m,7.8,43.4,85342,8446,november
179,unknown,15.2,47.1,141716,16638,november
180,m,10.8,42.5,106942,7145,november
181,m,10.0,31.2,129200,10318,november
182,m,14.4,35.0,131517,8919,november
183,m,14.6,36.2,5533905,8304,november
184,m,14.7,40.6,72724,7376,november
185,m,14.5,29.8,4021230,9353,november
186,m,227.0,60.1,95357,8054,november
187,m,17.0,43.1,87002,7949,november
188,m,18.5,28.0,128443,10674,november
189,m,5.9,36.0,2302040,9976,november
190,m,14.1,51.9,201794,10570,november
191,m,37.0,44.7,141065,10779,november
192,m,5.7,39.9,3312754,7575,november
193,m,16.4,47.1,473695,6980,november
194,m,18.7,60.2,83020,8400,november
195,unknown,8.8,48.4,96513,8599,november
196,m,4.3,40.5,250232,11652,november
197,m,12.9,38.9,1782863,10271,november
198,m,16.6,35.4,586276,7499,november
199,m,13.1,43.6,112399,6903,november
200,m,242.0,33.7,2207260,8081,november
201,m,6.1,51.7,138781,11726,november
202,m,4.0,51.3,116357,10094,november
203,m,16.3,53.3,506214,10188,november
204,m,9.8,49.0,108569,7860,november
205,m,9.9,50.5,129130,7269,november
206,m,5.3,58.5,1707134,13093,november
207,m,3.5,42.2,100042,8165,november
208,m,3.7,51.3,1006206,7810,november
209,m,11.3,41.8,3413742,6609,november
210,m,1.9,31.3,3095614,7633,november
211,m,8.5,31.0,142013,8342,november
212,m,1.6,40.7,4597323,11690,november
213,m,15.2,34.8,90110,6157,november
214,m,5.9,120.3,95680,8360,november
215,m,7.2,47.1,147075,7796,november
216,m,14.5,30.7,3013843,8176,november
217,m,14.8,58.3,576761,7094,november
218,m,12.0,54.8,120338,7282,november
219,m,17.3,33.9,145722,12611,november
220,m,7.3,27.2,484968,9027,november
221,m,3.7,58.3,3534103,12161,november
222,m,11.6,33.5,70873,8439,november
223,unknown,5.2,47.5,337510,8118,november
224,m,9.8,37.0,1164100,8522,november
225,m,226.0,120.3,12245626,9667,november
226,m,8.2,51.5,131742,8626,november
227,m,16.2,120.3,8107008,9919,november
228,m,9.5,42.7,3721180,14823,november
229,m,7.9,49.4,1518434,10506,november
230,m,5.1,32.5,5126942,6812,november
231,unknown,17.8,36.8,4596790,12681,november
232,m,13.6,38.5,5854914,9147,november
233,m,12.8,32.4,168545,9738,november
234,m,6.2,36.5,9872163,8656,november
235,m,9.0,31.7,770540,9892,november
236,m,6.7,36.3,81261,8498,november
237,m,10.7,33.5,93197,9283,november
238,m,3.6,56.2,69729,6868,november
239,m,360.0,54.8,108912,8287,november
240,m,5.8,120.3,7946665,9212,november
241,m,11.2,30.8,131109,9200,november
242,f,14.5,41.1,1736569,7569,november
243,m,16.7,32.4,112260,8753,november
244,m,3.1,34.8,2988406,8770,november
245,m,13.2,55.0,64726,7582,november
246,m,15.1,51.5,70430,8320,november
247,m,2.0,47.8,82470,10749,november
248,m,14.8,31.1,70047,8743,november
249,m,8.2,55.1,112421,11368,november
250,m,48.0,26.3,121037,8392,november
251,m,11.9,37.4,442549,7855,november
252,m,14.0,34.9,100788,8082,november
253,f,18.0,47.0,86840,11869,november
254,m,18.2,51.3,96794,10808,november
255,m,15.2,45.3,3156599,8442,november
256,m,8.8,120.3,96610,8359,november
257,m,4.5,30.4,2802193,10066,november
258,m,6.3,37.8,496233,7657,november
259,m,2.7,55.2,93021,8346,november
260,m,1.1,29.2,127415,10676,november
261,m,18.5,30.8,91522,9260,november
262,m,14.7,58.9,120764,13005,november
263,m,12.2,46.9,104010,8506,november
264,m,12.7,53.7,87697,9169,november
265,m,3.8,34.0,5411419,9932,november
266,m,1.4,30.3,3007654,7807,november
267,m,4.8,47.1,96842,9019,november
268,m,11.2,35.5,143692,8471,november
269,m,8.1,33.8,187869,15929,november
270,m,10.1,35.0,3792155,10054,november
271,m,141.0,59.2,153858,8326,november
272,m,10.3,35.6,1613077,8364,november
273,m,13.2,37.4,99128,11338,november
274,m,8.6,58.0,237938,10764,november
275,unknown,14.8,28.4,185487,13351,november
276,m,18.5,39.4,133493,12471,november
277,m,12.5,27.5,92526,9140,november
278,unknown,10.8,41.4,150158,11766,november
279,m,3.9,39.2,70052,8307,november
280,unknown,2.4,54.4,103261,8735,november
281,m,16.5,52.5,76823,9750,november
282,m,15.3,53.4,102765,9971,november
283,m,9.6,52.2,115781,9714,november
284,m,14.4,34.8,2592793,9700,november
285,m,353.0,41.7,183430,10328,november
286,m,16.9,58.5,75932,7870,november
287,m,15.2,34.4,3741880,8056,november
288,unknown,18.3,41.5,83999,8269,november
289,m,169.0,33.9,89787,8546,november
290,m,4.3,32.0,138959,8579,november
291,m,5.4,27.4,2868699,7465,november
292,m,13.2,27.0,19631458,10462,november
293,m,10.8,38.7,115656,8588,november
294,m,4.9,53.6,3764734,7166,november
295,m,8.4,40.8,126184,8035,november
296,m,11.1,36.5,128886,9512,november
297,m,1.0,48.0,63558,7746,november
298,m,11.8,33.5,1050951,7479,november
299,m,2.0,44.4,128937,12866,november
300,m,9.5,29.5,120669,8759,november
301,unknown,2.0,27.4,450273,6838,november
302,m,78.0,41.6,83959,7815,november
303,m,218.0,31.3,2613150,7351,november
304,m,17.7,54.8,66530,7942,november
305,m,4.2,57.4,266152,12655,november
306,m,16.2,51.3,420643,8478,november
307,m,265.0,59.3,4892322,9609,november
308,m,324.0,42.4,134018,8949,november
309,m,14.6,32.6,136860,11151,november
310,m,309.0,36.5,386711,7550,november
311,unknown,9.4,26.4,70608,7683,november
312,m,13.4,55.5,2316611,8124,november
313,m,14.1,48.1,111463,8369,november
314,m,4.0,43.4,111815,8702,november
315,m,8.7,55.4,85217,7389,november
316,m,79.0,29.1,1869529,8080,november
317,m,2.7,27.6,7376928,9312,november
318,m,9.5,54.9,5901830,10186,november
319,m,9.7,36.5,140657,9043,november
320,m,14.4,37.4,2539784,9771,november
321,m,10.1,120.3,94940,9106,november
322,m,13.4,39.5,2783182,11765,november
323,f,8.9,42.8,159918,10355,november
324,m,9.8,48.9,880506,7753,november
325,m,7.6,53.8,94234,8088,november
326,m,1.6,27.1,2509591,11321,november
327,m,309.0,46.1,7087510,10071,november
328,m,11.4,34.0,86235,9628,november
329,m,4.5,37.8,4306531,8689,november
330,m,2.2,120.3,1109991,9164,november
331,m,9.1,30.4,93591,11418,november
332,f,18.7,49.3,3760776,10821,november
333,m,8.4,44.4,102383,7885,november
334,m,7.2,50.6,1555062,8635,november
335,m,278.0,41.3,3924678,10021,november
336,m,15.5,47.7,65999,8175,november
337,m,9.4,30.3,145578,8658,november
338,m,4.3,36.9,2310944,7823,november
339,m,18.1,35.5,3947862,9538,november
340,unknown,6.5,38.0,141451,8050,november
341,f,16.9,57.4,108527,11440,november
342,m,4.9,37.8,73700,7720,november
343,m,16.4,57.3,246828,11163,november
344,m,11.8,45.9,64212,7262,november
345,m,12.9,34.5,3526006,9120,november
346,m,16.0,44.2,4888759,8280,november
347,m,15.2,25.77726503504606,86958,7223,november
348,m,1.0,55.2,4436835,11609,november
349,m,16.7,57.4,126596,7865,november
350,m,18.5,46.9,2183468,10270,november
351,m,7.8,48.1,84161,9536,november
352,m,9.3,52.4,77938,7889,november
353,m,5.3,59.3,98163,7793,november
354,m,147.0,60.0,76341,7572,november
355,m,3.0,44.5,3837944,7951,november
356,m,12.6,45.6,147172,8390,november
357,m,9.0,37.0,109987,11502,november
358,m,18.3,30.2,81927,7947,november
359,m,7.9,42.1,107209,8307,november
360,m,12.0,43.8,3943441,8174,november
361,unknown,15.4,45.4,2641097,8983,november
362,m,3.7,33.3,67285,7531,november
363,m,1.3,39.4,6572529,10866,november
364,m,9.2,35.3,158872,7258,november
365,m,5.3,31.4,83591,7679,november
366,m,7.5,37.3,135461,12258,november
367,m,5.2,53.2,70444,7946,november
368,m,14.7,48.1,65558,8557,november
369,m,8.9,30.6,70972,8675,november
370,m,1.9,40.6,1998050,7650,november
371,m,5.6,46.6,54278,6394,november
372,m,14.3,27.5,173488,9253,november
373,m,5.9,55.3,164026,9536,november
374,unknown,13.9,34.0,159884,11108,november
375,m,18.2,37.6,102868,9897,november
376,m,6.4,32.2,78040,7963,november
377,f,4.0,52.1,138302,10192,november
378,unknown,3.5,31.0,1382462,9711,november
379,m,12.4,59.4,67868,7886,november
380,m,1.5,55.5,3150238,10613,november
381,m,34.0,38.4,87436,10028,november
382,m,10.9,28.7,129657,8310,november
383,m,15.6,31.8,67164,8829,november
384,m,2.5,37.8,477873,8213,november
385,m,9.4,38.9,206572,11199,november
386,m,12.8,31.8,130594,8909,november
387,m,16.0,40.5,2171444,9966,november
388,m,1.6,2.713396319478533,212430,10782,november
389,m,1.7,52.8,67261,7316,november
390,m,12.7,48.6,109295,8114,november
391,m,2.2,42.2,89677,9171,november
392,unknown,4.8,27.7,112654,8786,november
393,m,7.3,28.1,154986,23043,november
394,m,5.1,50.5,60780,6388,november
395,m,16.9,53.5,106352,8704,november
396,m,12.5,27.4,70550,7956,november
397,m,12.9,21.87675782579567,73934,6543,november
398,m,4.8,46.3,2003929,7450,november
399,m,312.0,48.1,1266663,6737,november
400,unknown,10.9,52.3,585402,9922,november
401,m,13.2,120.3,1671141,10335,november
402,m,15.1,30.0,73961,7611,november
403,m,7.8,40.1,62112,7953,november
404,m,14.7,50.0,68900,9010,november
405,m,54.0,26.5,104414,8868,november
406,unknown,1.4,31.1,294877,9367,november
407,m,2.4,40.9,1967126,7296,november
408,m,312.0,59.4,5265126,10672,november
409,m,14.6,39.3,70687,7141,november
410,m,17.4,33.1,221161,9905,november
411,m,2.5,53.0,89916,10924,november
412,m,4.6,53.6,6156329,9158,november
413,m,1.0,42.2,93554,10957,november
414,m,7.7,32.4,54234,7976,november
415,m,7.1,56.8,269980,10156,november
416,m,16.2,45.2,146067,10082,november
417,m,3.6,38.5,107216,13271,november
418,m,9.8,45.0,106806,8249,november
419,m,18.2,120.3,124653,8091,november
420,m,5.9,51.1,124435,11311,november
421,m,11.2,45.6,112597,8119,november
422,m,11.6,44.5,96384,10882,november
423,m,211.0,54.0,99552,8314,november
424,m,3.8,44.2,3506567,8896,november
425,m,17.9,120.3,2021303,11636,november
426,m,7.2,38.1,89972,7956,november
427,m,3.4,42.4,60203,7883,november
428,m,13.8,31.3,2592361,8133,november
429,m,4.7,41.0,151798,9854,november
430,m,11.6,120.3,1149882,12183,november
431,m,3.0,37.0,70512,7883,november
432,m,318.0,41.7,2530445,8713,november
433,m,8.6,31.8,87665,8739,november
434,m,7.7,31.2,90405,7845,november
435,f,17.1,54.8,133329,9310,november
436,unknown,12.0,32.1,1639739,9732,november
437,m,9.8,29.3,63536,8274,november
438,m,7.0,31.7,116957,9456,november
439,m,103.0,59.6,97880,9307,november
440,f,4.4,33.9,54173,6571,november
441,m,2.3,45.3,365213,12503,november
442,m,13.5,56.1,8656849,10610,november
443,m,1.5,31.0,63504,7348,november
444,m,4.1,39.4,124884,6682,november
445,m,18.6,53.8,2171611,8886,november
446,m,45.0,43.5,169607,9974,november
447,m,12.1,59.8,82166,9453,november
448,m,15.3,46.1,134424,9177,november
449,m,18.7,32.8,95262,8250,november
450,m,13.3,52.1,4444067,8582,november
451,m,10.2,41.3,97719,8267,november
452,m,4.4,47.7,118037,9208,november
453,f,5.4,54.8,77734,8008,november
454,m,82.0,34.5,1998328,9233,november
455,m,3.9,120.3,2573701,7706,november
456,m,5.9,50.2,54896,7856,november
457,m,10.5,57.8,75614,8346,november
458,m,64.0,34.0,2198282,10263,november
459,m,131.0,31.0,2747521,12590,november
460,f,118.0,27.3,111973,8045,november
461,m,2.5,59.2,69540,8432,november
462,unknown,10.3,33.6,19453297,10834,november
463,m,10.3,42.5,3420587,10683,november
464,m,6.4,52.8,3233081,8722,november
465,m,17.2,56.4,3247198,7605,november
466,m,13.4,46.1,75385,8938,november
467,m,192.0,120.3,147079,8386,november
468,m,3.3,46.7,84403,9212,november
469,m,10.3,58.4,3939393,8395,november
470,m,3.5,39.3,93249,10725,november
471,m,4.4,58.8,4492364,8945,november
472,unknown,8.5,34.9,2905842,9109,november
473,m,14.6,53.5,82369,7130,november
474,m,13.1,50.7,114468,9067,november
475,m,9.6,32.1,1421140,10730,november
476,m,18.3,120.3,70505,8582,november
477,m,8.8,40.7,92216,8399,november
478,m,7.8,29.7,4577942,8533,november
479,m,1.0,48.9,1801111,10734,november
480,m,11.5,32.9,91912,7674,november
481,f,17.1,45.5,1241471,8252,november
482,m,13.1,59.6,2946969,13605,november
483,m,12.5,41.9,3015748,9840,november
